item_id,content,type,start_time,end_time,confidence,video_filename,tester_name
22973,.,punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
22974,Link,pronunciation,5315.45,5315.589,0.993,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
22975,is,pronunciation,5315.589,5315.709,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
22976,external,pronunciation,5315.709,5315.93,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
22977,.,punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
22978,Heading,pronunciation,5315.959,5316.149,0.768,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
22979,level,pronunciation,5316.149,5316.2,0.998,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
22980,.,punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
22981,Other,pronunciation,5316.31,5316.62,0.716,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
22982,information,pronunciation,5316.62,5316.629,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
22983,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
22984,heading,pronunciation,5316.75,5316.99,0.947,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
22985,provided,pronunciation,5316.99,5317.109,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
22986,by,pronunciation,5317.109,5317.2,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
22987,heading,pronunciation,5317.2,5317.39,0.995,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
22988,level,pronunciation,5317.39,5317.439,0.996,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
22989,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
22990,contact,pronunciation,5317.64,5317.799,0.955,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
22991,heading,pronunciation,5317.799,5318.009,0.889,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
22992,share,pronunciation,5318.009,5318.02,0.955,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
22993,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
22994,heading,pronunciation,5318.24,5318.43,0.941,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
22995,left,pronunciation,5318.43,5318.479,0.977,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
22996,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
22997,have,pronunciation,5318.549,5318.64,0.996,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
22998,a,pronunciation,5318.64,5318.74,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
22999,question,pronunciation,5318.74,5318.839,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23000,or,pronunciation,5318.839,5318.879,0.64,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23001,acknowledgement,pronunciation,5318.879,5319.25,0.808,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23002,of,pronunciation,5319.25,5319.319,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23003,country,pronunciation,5319.319,5319.439,0.996,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23004,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23005,heading,pronunciation,5319.509,5319.669,0.938,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23006,level,pronunciation,5319.669,5319.759,0.997,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23007,2,pronunciation,5319.759,5320.0,0.995,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23008,.,punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23009,I'm,pronunciation,5320.2,5320.29,0.524,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23010,just,pronunciation,5320.29,5320.399,0.643,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23011,gonna,pronunciation,5320.399,5320.6,0.985,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23012,jump,pronunciation,5320.6,5320.879,0.998,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23013,back,pronunciation,5320.879,5321.16,0.998,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23014,and,pronunciation,5321.16,5321.41,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23015,see,pronunciation,5321.41,5321.709,0.998,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23016,if,pronunciation,5321.709,5321.879,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23017,that,pronunciation,5321.879,5322.259,0.998,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23018,back,pronunciation,5322.479,5322.799,0.986,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23019,.,punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23020,Coercive,pronunciation,5324.709,5324.75,0.651,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23021,control,pronunciation,5324.75,5324.759,0.997,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23022,WA,pronunciation,5324.759,5324.779,0.994,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23023,coercive,pronunciation,5324.779,5325.06,0.583,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23024,control,pronunciation,5325.06,5325.149,0.998,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23025,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23026,heading,pronunciation,5325.2,5325.39,0.995,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23027,level,pronunciation,5325.39,5325.52,0.998,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23028,1,pronunciation,5325.52,5325.72,0.996,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23029,.,punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23030,What,pronunciation,5325.959,5326.04,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23031,is,pronunciation,5326.04,5326.12,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23032,coercive,pronunciation,5326.12,5326.47,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23033,control,pronunciation,5326.47,5326.56,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23034,?,punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23035,Heading,pronunciation,5326.629,5327.16,0.945,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23036,recognize,pronunciation,5327.16,5327.169,0.853,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23037,emotional,pronunciation,5327.169,5327.359,0.995,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23038,isolation,pronunciation,5327.359,5327.609,0.996,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23039,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23040,monitoring,pronunciation,5327.64,5327.919,0.996,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23041,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23042,financial,pronunciation,5328.1,5328.479,0.877,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23043,controlling,pronunciation,5328.479,5328.6,0.993,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23044,sexual,pronunciation,5328.6,5329.04,0.996,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23045,violence,pronunciation,5329.04,5329.16,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23046,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23047,Head,pronunciation,5329.319,5329.359,0.629,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23048,cultural,pronunciation,5329.359,5329.669,0.998,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23049,and,pronunciation,5329.669,5329.759,0.997,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23050,spirit,pronunciation,5329.759,5329.839,0.998,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23051,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23052,children,pronunciation,5329.919,5330.04,0.996,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23053,and,pronunciation,5330.04,5330.08,0.998,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23054,parenting,pronunciation,5330.08,5330.319,0.998,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23055,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23056,what,pronunciation,5330.399,5330.479,0.959,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23057,to,pronunciation,5330.479,5330.54,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23058,do,pronunciation,5330.54,5330.64,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23059,if,pronunciation,5330.64,5330.709,0.992,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23060,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23061,what,pronunciation,5330.799,5330.87,0.998,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23062,you,pronunciation,5330.87,5330.919,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23063,can,pronunciation,5330.919,5331.0,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23064,do,pronunciation,5331.0,5331.08,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23065,if,pronunciation,5331.08,5331.12,0.997,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23066,you,pronunciation,5331.12,5331.29,0.996,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23067,are,pronunciation,5331.29,5331.319,0.996,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23068,you,pronunciation,5331.319,5331.439,0.997,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23069,worried,pronunciation,5331.439,5331.52,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23070,about,pronunciation,5331.52,5331.589,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23071,a,pronunciation,5331.589,5331.64,0.665,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23072,mate's,pronunciation,5331.64,5331.879,0.896,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23073,behavior,pronunciation,5331.879,5331.959,0.997,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23074,you're,pronunciation,5331.959,5332.12,0.94,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23075,worried,pronunciation,5332.12,5332.24,0.992,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23076,you,pronunciation,5332.24,5332.33,0.997,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23077,might,pronunciation,5332.33,5332.399,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23078,be,pronunciation,5332.399,5332.47,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23079,using,pronunciation,5332.47,5332.609,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23080,to,pronunciation,5332.609,5332.62,0.269,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23081,help,pronunciation,5332.62,5332.799,0.998,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23082,and,pronunciation,5332.799,5332.919,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23083,support,pronunciation,5332.919,5333.04,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23084,.,punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23085,Help,pronunciation,5333.22,5333.25,0.246,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23086,raise,pronunciation,5333.25,5333.439,0.997,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23087,awareness,pronunciation,5333.439,5333.62,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23088,about,pronunciation,5333.62,5333.72,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23089,coercive,pronunciation,5333.72,5334.0,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23090,help,pronunciation,5334.0,5334.16,0.997,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23091,and,pronunciation,5334.16,5334.279,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23092,support,pronunciation,5334.279,5334.399,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23093,.,punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23094,Heck,pronunciation,5334.5,5334.529,0.855,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23095,if,pronunciation,5334.529,5334.56,0.685,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23096,you,pronunciation,5334.56,5334.799,0.959,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23097,or,pronunciation,5334.799,5334.91,0.955,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23098,if,pronunciation,5334.91,5335.0,0.998,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23099,it's,pronunciation,5335.0,5335.12,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23100,not,pronunciation,5335.12,5335.189,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23101,an,pronunciation,5335.189,5335.24,0.996,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23102,in,pronunciation,5335.24,5335.259,0.002,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23103,emergency,pronunciation,5335.259,5335.41,0.988,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23104,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23105,list,pronunciation,5335.5,5335.52,0.93,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23106,5,pronunciation,5335.52,5335.75,0.993,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23107,items,pronunciation,5335.75,5335.879,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23108,.,punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23109,Bullet,pronunciation,5335.919,5336.049,0.535,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23110,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23111,10,pronunciation,5336.06,5336.75,0.591,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23112,link,pronunciation,5336.75,5336.879,0.682,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23113,is,pronunciation,5336.879,5337.029,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23114,external,pronunciation,5337.029,5337.45,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23115,bullet,pronunciation,5337.6,5337.919,0.536,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23116,.,punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23117,Bullet,pronunciation,5338.569,5338.81,0.988,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23118,and,pronunciation,5338.81,5338.85,0.873,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23119,bullet,pronunciation,5338.85,5339.169,0.982,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23120,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23121,2,pronunciation,5339.24,5339.37,0.572,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23122,of,pronunciation,5339.37,5339.64,0.73,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23123,women's,pronunciation,5339.77,5340.009,0.995,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23124,domestic,pronunciation,5340.009,5340.24,0.997,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23125,violence,pronunciation,5340.24,5340.45,0.997,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23126,helpline,pronunciation,5340.45,5340.729,0.993,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23127,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23128,bullet,pronunciation,5340.81,5341.08,0.829,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23129,double,pronunciation,5341.08,5341.24,0.546,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23130,O,pronunciation,5341.24,5341.54,0.492,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23131,M,pronunciation,5341.54,5341.799,0.916,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23132,EF,pronunciation,5341.799,5342.569,0.456,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23133,women's,pronunciation,5342.569,5342.95,0.928,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23134,women's,pronunciation,5342.95,5343.149,0.787,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23135,domestic,pronunciation,5343.149,5343.31,0.079,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23136,women's,pronunciation,5343.31,5343.509,0.789,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23137,domes,pronunciation,5343.509,5343.68,0.422,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23138,women's,pronunciation,5343.68,5343.85,0.994,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23139,domestic,pronunciation,5343.85,5344.08,0.996,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23140,violence,pronunciation,5344.08,5344.25,0.997,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23141,helpline,pronunciation,5344.25,5344.629,0.995,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23142,.,punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23143,Women's,pronunciation,5344.839,5345.049,0.993,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23144,domestic,pronunciation,5345.049,5345.279,0.995,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23145,out,pronunciation,5345.279,5345.37,0.996,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23146,of,pronunciation,5345.37,5345.589,0.996,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23147,bullet,pronunciation,5345.589,5345.87,0.994,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23148,provides,pronunciation,5345.87,5346.009,0.995,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23149,support,pronunciation,5346.009,5346.129,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23150,for,pronunciation,5346.129,5346.169,0.997,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23151,bullet,pronunciation,5346.24,5346.45,0.244,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23152,3,pronunciation,5346.45,5346.669,0.962,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23153,or,pronunciation,5346.669,5346.68,0.552,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23154,5,pronunciation,5346.68,5347.08,0.531,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23155,.,punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23156,Men's,pronunciation,5347.089,5347.279,0.693,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23157,domestic,pronunciation,5347.279,5347.52,0.997,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23158,violence,pronunciation,5347.52,5347.689,0.997,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23159,help,pronunciation,5347.689,5347.729,0.996,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23160,bullet,pronunciation,5347.729,5347.97,0.989,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23161,bullet,pronunciation,5347.97,5348.33,0.986,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23162,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23163,bullet,pronunciation,5348.509,5348.79,0.775,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23164,provides,pronunciation,5348.79,5348.85,0.993,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23165,3,pronunciation,5348.85,5348.95,0.125,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23166,bullet,pronunciation,5348.95,5349.169,0.922,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23167,5,pronunciation,5349.169,5349.549,0.992,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23168,.,punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23169,If,pronunciation,5349.729,5349.81,0.918,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23170,you,pronunciation,5349.81,5349.87,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23171,are,pronunciation,5349.87,5350.04,0.998,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23172,concerned,pronunciation,5350.04,5350.16,0.997,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23173,about,pronunciation,5350.16,5350.24,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23174,a,pronunciation,5350.24,5350.33,0.996,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23175,child's,pronunciation,5350.33,5350.5,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23176,well-being,pronunciation,5350.5,5350.879,0.995,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23177,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23178,child,pronunciation,5351.399,5351.41,0.987,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23179,end,pronunciation,5351.41,5351.419,0.996,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23180,of,pronunciation,5351.419,5351.569,0.998,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23181,list,pronunciation,5351.569,5351.729,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23182,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23183,find,pronunciation,5351.81,5351.959,0.886,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23184,more,pronunciation,5351.959,5352.109,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23185,supports,pronunciation,5352.109,5352.37,0.846,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23186,.,punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23187,Visited,pronunciation,5352.649,5352.899,0.885,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23188,family,pronunciation,5352.899,5353.06,0.997,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23189,and,pronunciation,5353.06,5353.16,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23190,domestic,pronunciation,5353.16,5353.41,0.998,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
23191,violence,pronunciation,5353.41,5353.529,0.998,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
